ID;ID;City;Todo
66;419;Athens;"Did you know that:
-	Winston Churchill was really close to become victim of a plan to blow up a whole hotel that still exists in the centre of Athens?
-	You can visit the place where fighters of liberty were kept and tortured by the Nazis and see the actual notes they were leaving on the walls?
-	Athenians demonstrate up to this day on the very same streets where their ancestors were demonstrating against their conquerors?
-	In the WW II in Athens you could find casinos around the city for foreign soldiers and Greek collaborators?
-	The Athenians had no coffee due to the war and were making “coffee” from chickpeas, a beverage that you stiill have a chance to taste?
- You can visit the ""dark neighborhood"" of the Greek nazi collaborators?

Athens is well known for its ancient history. But in the cities contemporary history lies an enormous amount of incidents that have sealed modern Greek's love for democracy and freedom. Greeks fought many times to defend their way of living and peoples’ rights. Monuments and places of these struggles, lie hidden throughout the city’s center.

During this alternative walk, which differs from the typical touristic ones, we offer you the chance to visit the most monumental of these spots and learn about heroic stories, get a feeling of the everyday life of that time and understand the way these facts have affected the character of modern Greeks."
67;420;Athens;"We will visit:
-Panepistimio area
-Central meat-fish market
-Keramikos area ( without entering the site)
-Gazi area
-Petralona area
-Athens National Observatory hill (without entrance on the site)
-Philoppapou area
-Anafiotika area
And w finish our tour in Monastiraki square 

At the beginning of the tour, you can tell me what part of Greek culture interests you the most, so we can give a bigger emphasis on these sites.

Athens  has many hidden cultural gems, interesting stories and myths surrounding them.
 Athens is a town that was always alive and the stream of history has shaped the lives of the locals.
We will walk through the three sides of Athens: the ancient, the Middle eastern and the modern. 
Let me show you how all these three co-exist and shape the modern greek culture.

Let's explore !

 You can ask me any question you have about Athens and in the end ,if you want,I'm going to give you tips on what to visit, where to eat and shop in Athens."
68;421;Athens;"Get ready to explore Athens from a different point of view! 
This experience focuses on the women of antiquity that lived or spent some time in the city.
We will start our walk near Thissio metro station, from where we will head to one of the most panoramic hills of the city.
 We will discuss women and their role in politics, philosophy, and more generally in society while enjoying an epic view!
We will then continue our walk towards the neighborhood of Plaka, where we'll have the opportunity to talk about some prominent women, that held a key role in the history of Athens and Greece. 
Our walk will end conveniently by Acropolis metro station."
69;422;Athens;"ALL FOOD IS INCLUDED ! :)

Immerse yourself in Athen's historically rich yet contemporary atmosphere. With humor, oddness, creativity and a hard mix of tradition and innovation, I will  guide  you through the area's hidden Vegan gems. Be sure to come hungry, since Athens offers the  finest plant-based gastronomy. I have hand-selected not only the best restaurants  but also their best dishes to ensure that you only experience the best of the best. Get ready to taste authentic Greek Souvlaki, moussaka, ice cream  and many more. This experience is for anyone who enjoys trying new foods,meeting new Vegans and exchange ideas, eating like a local and exploring Vegan lifestyle. I will adapt our tour to your preferences and any Vegan events happening in Athens that day. We will walk the best routes in the center of Athens ,enjoy Vegan food,  see Vegan businesses such as Vegan handmade in Greece sunglasses  Velo. We can join any picnic or meetup or festival happening that day.

(Drinks or Beverages other than water are optional and not included in the price)"
70;423;Athens;"If you are more than one persone to the expirience, you can message me to make a discount. 
We will walk around Athens and make a tour of the most fun, picturesque places  in the city  while we take the most fun/ cute/ romantic shots!  We can have a daylight or night photoshoot. We will know each other, laugh and shoot your feauture album photos .  Solo traveler, or couple, or with your special campany you will spend 2 hours, making some awsome memories / photos to grab with you at home.  I will tell you the secrets of pozing like a real model, and see your best vesrion of you. 
 I can't wait to meet you !"
71;424;Athens;"Souvlaki and Tzatziki are two of the best known greek delicacies! Crispy, juicy, roasted home made gyros (thin slices of pork meat). Few people know that there is a way to make gyros in a kitchen oven, without special grilling equipment. 
First of all we will welcome you with a cup of greek coffee and we will talk about greek cuisine and introduce ourselves. Then we will all wear our aprons and we will guide you step by step to cook a delicious meal. You will be able to prepare the spicy marinade, perfectly roast the souvlaki, chop the meat with the chef's knives. You will also prepare creamy & refreshing tzatziki, mixing yoghourt, cucumber, garlic, olive oil and spices. Then we will fill the pitas with the meat, tomato, onion and tzatziki. And -of course- wrap the souvlakia. It's a hands-on experience you will taste and enjoy with a glass of wine or beer!"
72;425;Athens;Join me in a tailor made photo walk and portrait or couple session on Athens as i introduce you to some of my favourite spots. I’ll be there to offer you composing and capturing your own beauty of your face / love .
73;426;Athens;From eye to hand to mouth, we are taking you into the Athenian kitchens of the streets, markets and alleyways hiding the best street food. Sample the food the locals love while exploring Athens. Learn the history of the Greek street food The great Greek culinary tradition of tasty street food just waiting to be discovered, from Koulouri(pretzel with sesame seeds) and loukoumades, Souvlaki and Kebab, Greek pies and desserts. Get into the city's most popular food market and experience the street food locals love to eat! Eat the best and safest street food in Athens, while learning the history of the city, exploring hidden alleys, amazing street art, and cool neighborhoods. We start our tour with a coffee, Greeks are heavy coffee drinkers and like to socialize in cafes, and a fresh koulouri, from one of the oldest bakery which is the source of all peddlers in Athens, for those who have sweet tooth hot loukoumades with honey and cinnamon is a must. We stroll around the central Market and the old commercial center in Athens, and we taste the best Greek pies in Athens, in one of the most old and famous and pastry shop in Athens, no worries the are choices for vegans
74;427;Athens;"***This is a private experience, currently on introductory offer!***

Get photography hints & help with your camera while we visit major sights around the Acropolis! We will walk in the center of Athens, we will feed the birds at Syntagma square, we will pet the cats in Plaka, we will talk about history, mythology, the sights and recommendations that you might want about your trip. And of course we will take a lot of photos! :)"
75;428;Athens;"During the tour, we will have a lot of tastes about traditional greek food. 
1. We will start with a cold coffee (Freddo Cappuccino) or a Greek coffee. 
2. In the square we will taste the famous Greek Koulouri, and raisinbread talk about stories of one of the two main sq. of Athens.  
3. We will walk through the Meat, and Fish Market. We will talk about the main meats in Greece and about fishes. 
4. Taste nuts like the famous Greek peanuts with sesame seed and honey, almonds, sun dried figs etc. 
5. Walk through the Fruit Market and taste seasonal fruits. 
6. We will taste olives (more than 12 varieties) all over Greece
7. Visit a traditional Greek Taverna where locals use to visit to eat and drink on their breaks ""a Meze"". The area is traditional and we will have the opportunity to feel the real vibe of Greek hospitality and gastronomy. Will taste Meze, like: Tzatziki, Tyrokafteri, (spicycheese dip), Meatballs, Fried Vegetables, Greek Salad, Gigantes (baked beans), Black Eyed Peas, Small Fishes (Sardines), and other local foods. Drink White House Wine. 
8. Walk through some famous Spicy Shops. 
9. Dessert: Try the Famous Baklava
10. Walk throught the neighborhood of Psyrri, the art and bohemian area, with old and new points of interest side by side. 
11. After, dessert, and a nice walk at the city centre, we will finish the tour with the famous Greek Souvlaki, and Loukoumades."
76;429;Athens;"Before you book: the experience doesn't include any visits  inside or outside  archaeological sites. This is not a guided tour but a game played around Athens.

Screw the formalities and delve straight into the hot gossip, tales from 2300 years ago.  
-Did you know that giving the middle finger as an insult was born in ancient Athens? 
-Did you know the  Parthenon was built not only as  a temple but as a bank as well? 
-Did you know that Chrysippus died laughing at one of his own jokes?
-Did you know that Socrates was sentenced to death for corrupting youth? 

-Hidden messages in plain sight
-Mind-blowing Myths
-Funny stories from Greek philosophers
and Kinky secrets from Ancient Greece

Get your facts straight and enjoy some of the oldest jokes in history.

▶ What this experience is about ✔

- Kinky history
- Learning the unexpected
- Playing an interactive game 
- A nice walk around Acropolis hill with a local
- Lots of fun
- Funny/bad jokes
- Pictures
- Smiles
- New friends from all around the world ✌


▶ What this experience is not about ✖

- visiting any  Archeological sights
- Long boring speeches
- Learning the stuff you can just google!"
77;430;Athens;"想了解雅典，体验它的慢生活吗？这次体验更好在您逗留开始时进行，为您提供雅典的关键！

这次体验将围绕两个主要时刻进行。我们将在繁华的修道院广场集合。首先登上菲洛帕波斯山，都市中心的幽静天堂。从这里能欣赏雅典卫城的壮丽景色并且鸟瞰全城。接下来，我们前往普拉卡的上部--雅典老街区--畅游魅力的小众街道。

备注：这次体验没有特别的困难，希望参与者能够步行两个半到三个小时的时间。小孩也可以参加。

还要注意，因为这次体验的重点不是考古和古代历史所以我们不会进入任何景点。"
78;431;Athens;"Welcome to my studio .This workshop is designed especially for airbnb guests. We will start by serving you some herbal tea and providing you with a manual on learning about Thai Massage.

The lesson provides practical training in the art of Thai massage from lying down to seated position. Correct posture for the person applying the technique in order to a avoid fatigue. The workshop helps you understand why giving a massage is as beneficial as receiving one.

I will make small adjustments based on guest needs to make your experience joyful and incomparable. The workshop is for 2-6 guests but if you are booking solo that is fine.

The workshop  starts with a short lesson about Thai massage types and techniques while drinking tea and  finding out about your body and the massage . Guest one will be the model first and receive the treatment, as I explain and demonstrate the massage techniques and sequence to Guest two , who will be watching, learning, and massaging after me. Then you will swap. 

We finish the workshop with some time for questions and conclusion.
This is an amazing experience for you to share and enjoy with friends, family and loved ones.
Book your workshop and I'll be happy to meet you and share this ancient healing art with you!"
79;432;Athens;"--Τhe timetable is debatable and may be changed by agreement--
Together we will discover the west coastline of Athens from the center to Varkiza and back, a total 50+ km route!
We ll visit the most beautiful sights and beaches,starting from the Stavros Niarchos Foundation Cultural Center (SNFCC) where we will stay around 60 minutes.
  On the way to Varkiza we ll have the chance to stop for photos in Alimos,Glyfada and peninsula of Kavouri and Laimos Vouliagmenis one of the most beatiful and wealthy places to live in Athens.
  Βefore we reach our destination we will make a stop to admire -and swim if you want-the famous Vouliagmeni lake, in the heart of the Athenian Riviera.Situated on an idyllic landscape, this rare geological phenomenon is waiting to be discovered. The lake’s brackish waters which are continuously replenished both by the sea and the underground thermal springs offer a natural and unique thermal spa experience during all the year! The lake’s present form was created after the roof of the cave fell because of erosion caused by the high temperature of the running water running. The lake is included in Greece’s national NATURA 2000 network and as a Site of Outstanding Natural Beauty by the Ministry of Culture.
 Few minutes far from the lake is  Varkiza where we will stop for photos and have lunch with traditional Greek food before the way back."
80;433;Athens;"Indulge your inner foodie on this 4-hour gourmet tasting tour and sample the edible delights of Athens. Take to the streets for a walking tour of Athens’ cafes, markets, delicatessens and street food haunts. Enjoy the undivided attention of your food-expert guide as you uncover the secrets of Greek cuisine and learn more about the city’s culinary heritage. Stop along the way to sample local treats like sweet donuts, Greek bread and regional cheeses, washed down with Greek wine and freshly brewed coffee.

Enjoy local pies and cheeses at authentic Greek bakeries and cheese stores.

Next, wander through the meat and fish market, the living monument markets of the city. Try some home-grown and roasted coffee, and visit specialty shops to purchase fresh fruit, olives, cheese, ham and other deli produce. Enjoy some local wine, organic produce olive oil and honey, seven years old  vinegar and the world famous Greek yogurt produced at family farms, at a small shop that sells awesome gifts for your friends back home.

Wander down Evripidou Street, scented by herbs. Then end your culinary exploration at Monastiraki are were you will enjoy the ultimate Greek street food, the famous souvlaki the way locals enjoy it. Join an unforgettable stroll around areas of the city you will never find on your own and full fill the experience with tastes and aromas of the Greek capital."
81;434;Athens;"I'll welcome you with a big smile and a fresh squeezed orange juice rich of natural aromas!We'll put on some Greek traditional music...and the fun begins!

Initially,I'll teach you how to prepare a Greek traditional coffee,a cultural tradition protected by UNESCO,and the popular frappé!I'll share stories with you about the Greek custom of fortune telling from the sediment of the Greek coffee and why it is so important for a Greek girl to brew the perfect cup!

Then,while enjoying our coffee accompanied by Greek divine pastries,we'll start cooking the ambrosial dish of Greek breakfast!
A secret family recipe,which is easy to learn though and also prepare your own back home as long as you pay attention to the detail and carefully select your ingredients!Meanwhile,we will be discussing about the great importance of cooking in my culture.Did you know that,until recently,a girl had to be judged from the grooms mother at her cooking skills so that she would give her blessing for the wedding?!

After cooking is done,we will enjoy the best and most delicious Greek traditional breakfast dish escorted also by yummy ingredients like honey,yogurt,fruits,cheeses,sausages,etc!
Now we are all well fed up,it’s time to learn how to dance like a Greek!We'll perform different styles from the islands and mainland areas such as balos,kalamatianos&sirtaki!

Really...are you still thinking about it?!"
82;435;Athens;"We walk through Athens of the 19th Century, seeing the early monuments of the city as a capital, touching upon the source of inspiration, namely, the classical ancient period.
During the 19th Century, Athens, the new capital of the Modern Greek state, was adorned with several new buildings inspired by its distant past. This inspiration remained strong until the beginning of the 20th Century.
Some of the monuments that our walk passes by are: The world famous Athenian Trilogy, Neobyzantine buildings, the Troy Mansion and the listed as a landscape monument National Garden of Athens. The preserved original view place, close to the 19th Century edge of the city, where the last wolf attack occurred. The stadium where the first modern Olympic Games took place and the hill that the flat stone pulpit, known as “vema”, where all the great personalities of the Golden Age of Athens spoke, is still preserved.
This is a real Athenian walk, from the 19th Century to the antiquity, passing by important landmarks and also hidden places within the busy capital, finishing at the hills opposite the Acropolis, the place where it all began. A walk back in time!"
83;436;Athens;"We ll meet at Fabrica de vino wine bar. First we introduced our selfs and we ll try to connect together. 
we  ll sit on the same table , on the same company and we starting the dinner and at the same time we are tasting wine. We don't do food-pairing. we are eating absolutelly greek tastes. we have at leaste 6 different taste of food and everything sharing in the centre of  the table.(The greek way). we have always salads and fresh vegetables,pies, pastas and meat or fish. the wine every time are change. the most of them are Greek wine but some times included 1 or 2 international wines. at leaste 10 different kind o wines and i am the responcible the serve the correct line."
84;437;Athens;"Join us on a delightful journey around 4 of our favourite neighbourhoods. Brace yourself for a delicious evening full of delectable products, appetizing snacks, mouthwatering desserts and fine local drinks.
We will start off at Syntagma, the sleepless heart of the city, where we will visit a specialty store to learn all about the staples of Greek cuisine and have snacks, like olives, halva and wrapped grape leaves.  
When on an authentic Greek food walk, you can't miss the beloved street food of the locals, the souvlaki or gyro (with meat of your preference, or vegetarian). Next on our way, we will try melting savoury pastries straight from the oven, topped with cold cuts and cheeses, before we head off to the hip and trendy St. Irene’s square, the locals go-to place for people watching! We will then stroll the streets of bohemian district of Psyrri,  to savour tapas style food with local wine and scrumptious, honey-dripping baklava with ice-cream. 
Can be adjusted for vegetarians and other dietary requirements.
Tour in Italian upon request.
In Athens, nothing tops Acropolis! At the end of our walk, we will head to Monastiraki sq.  to immerse ourselves in the grandeur of the Sacred Rock.
Check out also our morning food experience and contact us for discount and availability if you'd like to join both: https://www.airbnb.com/experiences/296565"
85;438;Athens;"Mainly we will be going where the wind blows!

On our way we will try different kinds of alcohol, from signature cocktails to unique varieties of Greek wineries and micro-breweries,
We will walk in to vibrant local spots and hidden garden bars, 
 We will chill at street bars with cool summer vibes,
and might end up dancing to all kinds of music at some rooftop bar with a view to Acropolis!"
86;439;Athens;Visit the Temple of Poseidon at Cape Sounion from Athens, without any worries about car hire or public transportation,  with this half-day tour. Make the scenic coastal journey by comfortable air-conditioned luxury car. Furthermore, learn about the temple’s history from your private driver. Then, enjoy ample time to explore the white-marble temple and absorb the cliff-top views across the Aegean. After this trip to ancient times, taste the delightful Greek dishes in a picturesque seaside tavern that only locals know. Last but not least, as you return, grab a delicious ice cream and enjoy the ride.
87;440;Athens;"The experience has two parts, run simultaneously:
1) Enjoy a lunch/dinner. This includes the following dishes :- 2 first courses (saganaki fried cheese AND fava beans dip with caramelized onion rings) a Greek salad with feta cheese and 2 main courses (risotto with mushrooms, truffle oil AND fried calamari rings OR pork medallions) a glass of wine and a dessert. This cost is €10 per person payable at the restaurant. Please note this cost is not part of initial booking of the experience. The €30 initial booking cost is for the item below
2) Sharing with my guests myths and legends of the Greek Classical period, speculating what is pure myth and what ""COULD BE"" reality as written by Ancient Greek Historians like Thucydides, Herodotus and the poet Homer. This second part includes but not limited to:- 
- what every tourist must see whilst in Athens
- an introduction of the periods that affected ancient Athens  until its independence from the Turks in 1834 AD
- the birth of Athens
- purpose of each of the 12 ancient Gods of Mount Olympus and their eventual renaming by Romans
- the shenanigans of the 12 Gods
- the birth of Athena, patron goddess of the ancient city
- the Acropolis and its temples including the Parthenon
- the Minotaur
- the semi Gods like Theseus, Hercules and Achilles
- the war of the Titans
- the Trojan war and its heroes
- Alexander the Great"
88;441;Athens;"Some thousands years ago, an argument among the Gods was not unlike them. At Mount Olympus, Poseidon, Zeus’ brother and god of sea had now become the rival of his niece, the goddess of wisdom, Athena. 

The reason for bickering was Cecropia, a place that had caught the attention of the mighty gods.
 
The final stage of the contest was set in Acropolis, where the rest of the gods ruled in favor of beloved daughter Athena! 

And thus brings us in Athens today!

During the tour we are going to witness the evolution of Athens through the centuries. From the great Parthenon, the temple dedicated to Athena, to the modern aspects of the Greek capital, our walking tour will give you interesting insight by visiting the most important parts of one of the oldest cities in the world. Cobbled streets that bring to life postcards from a small Greek island, cats sunbathing on a pillar from the 3rd century BC, blooming bougainvilleas and of course amazing panoramic views  are just few of the stops that we’ll be doing during our historical walk.

While doing a panorama of the rich history of Greece  you are also going to see Athens through the eyes of a local who is living in the city centre and does in fact know what to avoid and what is worth visiting.

Of course our tour will include a stop for a refreshment or Greek coffee!

Let’s discover this great city together!
Welcome to Athens!"
89;442;Athens;"Being a small group of up to 6, we'll start by getting an idea of the size and importance of the ancient city and, while strolling around the historic city centre, we'll discover landmarks and stories that unveil Athens's multidimensional character. We'll find answers to questions such as: Where it all started? When did ancient Athens die? What is new and what is old around me? Why is there so much traffic? What about the street art scene? How do Athenians hang out? And many more which will come up during our walk. Having all the information about both the old and contemporary city, you will be able to decide where to spend most of your time afterwards. Oh! And did I mention that a breathtaking view to both Acropolis and the sea will wait for us at the end?

Bonus: after the walk, I'll share a google map with suggestions on what to see, do and where to enjoy tasty food and the best drinks, during the rest of your stay! All tried by my friends and I and definitely not tourist traps ;)

Still having doubts if this experience is suitable for you? Have a look at the reviews. They can be really helpful.."
90;443;Athens;"We invite you on a sketching journey on the wild and beautiful Hills of the Muses, next to the Acropolis. We will walk up and enjoy the wild beauty of Philoppapou, and find two perfect spots to practice drawing all together. We will sketch stunning landscapes, dramatic rocks, amazing plants and flowers, passing tortoises if we are lucky, historical sites such as the Philopappou monument and even the Acropolis itself, depending on your taste in the matter. 

We'll use pencils and paper, and watercolour for those who like it.  We'll teach you the basics of sketching in this hour and a half lesson, such as composition, light and shadows, shapes and expression. We will draw with you and we will provide everybody with detailed and specific advice, including young children. 

At the end of our little session, you will be able to keep your drawings as a souvenir of your trip. We will then take you all to a local taverna and have a drink to celebrate the birth of the artist in you !"
91;444;Athens;This walking tour is a unique experience for you to deep right into the city vibes.  Walking around the key areas of the historic and modern center you will experience the city in the most efficient way.  We will visit popular and well-known monuments along with local and cozy spots. The key element of this walking tour is local perspective that you will get by exploring small alleys and fancy backstreets.  Our meeting point is Syntagma (the most central square of Athens) and you will learn the history of Athens as we pass by historic buildings, monuments and streets, from antiquity till contemporary years. You will feel how Athens has evolved through time, enjoy traditional delicacies and admire works of art. Athens is a capital city, but its small picturesque streets will delight you. We will take some time to rest and enjoy a coffee and a Greek pie.  At this tour, you will also get a glimpse of the Athenians daily life.  Feel free to ask anything about the city, the people and the culture of the Athenians.Perfect for your first day in Athens!
92;445;Athens;"We 'll make you discover the best of Greek gastronomy. On a really big balcony with a panoramic view of the town, come to taste the most famous traditional Greek dishes & enjoy the amazing 180° view of Athens. Snag a seat at Giannis and Konstantinos' table for an unforgettable experience while meeting people from all over the world.

You will have the chance to taste 10 famous Greek dishes, such as Moussaka, Souvlaki, Greek salad, tzatziki. The dinner is accompanied by Greek wines & beer and ends with a sweet surprise.

It will be our pleasure to be my guests!"
93;446;Athens;You will learn to read  in Greek  and how to form your first Greek sentences  with a native speaker in a class that will take place up on Pnyx hill in the heart of Athens.  Next to the view of the city we will work with the Greek alphabet  and  we will enjoy a delicious Greek picnic with vegan and vegeterian options!  We will continue with a coffee break at a local spot where I'll give  you some extra tips of different places  to visit in Athens.  To end our time together, we'll walk to the bohemian area of Exarcheia  where I will share with you the history of the area and we will make a last stop in Stefi Hill for more panoramic views. My goal is to teach you not only how to speak and write basic Greek but also to show you  the deep history behind the city and behind each place that I will guide
94;447;Athens;"If you are travelling to Athens for the first time or you are a regular visitor and looking for an exciting and insightful time in Athens, this experience is definitely for you.

We will take you through the attractive streets, stopping by various hidden shops, bars, and restaurants to taste the cultural coffees and cuisine. We will guide you throughout the ancient, historical, and picturesque streets of the centre. 

During the vibrant hours of your tour, you will be a part of the Greek culture and LIFE. We will eat, drink, laugh, and take your photos in some of the most amazing spots in the centre of Athens. You will also learn to navigate through the centre, get tips on how to travel safely within and outside the city, and learn some of the Greek language that will help enrich your experience here.

Join us for the time of your life!"
95;448;Athens;"We will walk through the most historical streets along with the some secret places.
While shooting, I will give you information about the nearby area. My goal is that after this experience, you feel like a local and you have all the secret that only locals can know about that."
96;449;Athens;"- THIS IS YOUR CHANCE TO BOOK ONE OF THE VERY BEST PHOTO EXPERIENCES IN ATHENS WITH A DISCOUNTED PRICE FOR A LIMITED TIME -

Based to our wonderful reviews this is the best 3 hours photoshoot-experience (an hour extra than the usual) and PRIVATE only, introduction and exploration of Athens history and beautiful areas and corners while being photographed from a local professional portrait photographer! 
That means that I will cancel the remaining spots immediately when you book, so you will be alone or with your companion!

The extra hour will offer a more relaxed pace enjoying more picturesque locations to pose and also time for a quick rest if needed to enjoy a Greek coffee!
While enjoying my chilled, polite, fun and very friendly character that is guaranteed to put you at your ease, I will provide you with a lot of ""insiders"" information and suggestions about Athens and make you see the city from an insider’s point of view.

Let me show you PRIVATELY the real heart and soul of my ancient but yet modern city and offer you a wonderful photo album of yourselves and memories to keep forever!

- Please contact me if your preferred date or time is not available. We will find a solution! -

Please read my reviews at TripAdvisor: https://bit.ly/2UjfHr9

-This a 3 hrs -private only- experience up to 4 people. There is also a 2hrs open one, look for ""Personal Photographer in Athens 2hr"
97;450;Athens;"Want an introduction to Athens off-the-beaten-tracks? This visit aims at helping you to better understand this city, its history and its present around quiet streets and lush hills. And without forgetting the restaurants recommendations for the rest of your stay!

Our moment together will be structured around two main moments. We will meet on the bustling Monastiraki square and ascend the Philopappou hill, a heaven of tranquility in the heart of the metropolis which offers magnificent perspectives on the Acropolis and a panoramic view. Then, we will head to the upper part of Plaka, the old neighborhood of Athens, to wander in its small streets and out the beaten paths spots. 

NB: this visit has no particular difficulty (including Philopappou hill) but the capacity to walk for 2:30 to 3 hours (with stairs though). It’s possible with children. 

Note as well that we will not enter any site, as this visit is not focused on archeology nor antique history.

Want to discover other areas of Athens? Try Alternative Exarchia (www.airbnb.com/experiences/651036) or Discover Piraeus (www.airbnb.com/experiences/837875) for an easy accessible escape to the seaside of Athens."
98;451;Athens;"Expansive views, towering trees, and dramatic geology are just some of the astounding features of this tour in Atticas largest national park.

Ancient Greeks believed that the cloven-hoof god Pan used to come here to play his flute and dance in the forest!

We start our journey by picking up from a main metro station. Sit back and relax the 40m driving to the mountains.

Our trekking adventure begins from a gorgeous canyon. Be ready to jump over small rivers, scramble on rocks, bend under trees' branches or step on snow. You have to see to believe that a so rich forest exists so close to city center!

We make many stops for photos & refreshing. We'll recognize pines, black firs,wild berries and local herbs among others. This period is quite possible to encounter snow especially at the higher altitudes!

Our main stop will be at an alpine style mountain shelter offering a big veranda with impressive 360o views, lounges with fireplaces and delicious traditional cuisine.

After our main stop, we'll hike towards another peak.The landscape here changes, it's mainly rocky with small bushes where we occasionally spot red deers grazing!

We take the funicular, pose for our last photos, and return back to our base.

The whole trek (~10km,+700m) has a moderate difficulty, crosses various terrains and draws an imperfect ""D"" on the map!"
99;452;Athens;"I will pick you up from Elliniko metro station and our first spot will be Vouliagmeni.  As a local I'm going to show you the hidden church with fantastic view and clearest sea! Be sure it's going to be a very big desire to swim there. 
After we will stop in Varkiza. Varkiza is a lot of fishman boats, pretty  lazy cats around, and several very clear beaches. Here we will drink our coffee with amazing sea view or any refreshment you would like. 
Next stop is a greek winery.  The winery is a small family business started from 1875! Here you will try privatly some tipical greek varieties of wine like malagouzia, savatiano or agiorgitiko. Ofcourse greek specialities as well!
After that the clearest beaches of Attika. I will show you the most beautiful beaches of Lagonisi and Anavissos. 
By the way I'm going to show you one of the most beautiful, cycladic style village with amazing views. The village actually is  hidden from usual turistic ways so your selfies going to be exclusive!
And our last stop is taverna! Here you will try the best gyros and suvlaki in south Attika!

INFORMATION BEFORE BOOKING: 

- 2 passengers minimum per booking 
- It is possible to book for 1 passenger to join another group
- It is possible to correct our program according of your preferences
- The start time is flexible
- Food in taverna is not  included on the price
- Winery is 10 euros / person"
100;453;Athens;"We'll begin in Monastiraki Square, where we'll enjoy ""koulouri,"" a traditional bread ring. We'll then sample a Greek coffee before visiting the oldest bakery in Athens to sample a Greek cheese pie called ""tiropita."" At our next stop, a local spice shop, we learn about the fresh herbs and spices used in Greek cooking. Onto the local meat and fish market. Here we sample some fresh fish selections: shrimp, calamari, and sardines! After a taste of the sea, we’ll visit the vegetable market and try some Greek olives and extra virgin olive oil.
At our next stop, we taste saganaki cesaria, a wonderful dish of eggs, cheese, sujuki (spicy sausage), and pastourma (local cured meat). After, we will sample our unique cold appetizer, tzatziki, our favorite yogurt sauce. To end the tour we enjoy delicious galaktoboureko, a phyllo and custard creation. Oh, and of course there is our delicious Secret Dish too!"
101;454;Athens;"Welcome to Athens!
We will meet at electricityrides to get to know each other, talk about the route, show you the e-bikes and get ready for our exciting night ride.

Asterisk: Of course we will stop everywhere for photos!

We start from the small alleys of Athens center to discover the small cozy bars around us. We will then pass by the old Parliament heading towards the noisy Syntagma square and the illuminated Parliament to watch the change of the guards under the moonlight and take some photos with the Evzones.
We will then ride around Syntagma towards the Presidential Palace, and the fascinating Panathenaic Stadium where the first Olympic Games took place. Our next destination is the magnificent Temple of Olympian Zeus. We will then pass by the crowded Plaka and will ride around the sparkling Acropolis. Our next stop will be the Areopagus Hill from where we can have a 360 look of the city lights from above. We keep on riding around Acropolis, towards Plaka and its famous alleys. Then, the Roman Agora, Monastiraki and Psyrri. We will wander around the alleys of those vibrant areas to discover their secrets, the hidden bars, restaurants and street food corners that you would probably miss! Our tour will end back at electricityrides with a special treat.

A 2 hours ride that will probably make you stay up until late night!"
102;455;Athens;"We meet at ""The Place by coco-mat"" an all day bar in Kerameikos metro station (blue line). We take the coco-mat wooden bikes and we start our trip to the seaside area of Athens. The distance is about 10km , easy ride most of it on the cycle path. Our destination is  Flisvos Marina, the most luxury harbour in Athens full of yachts and mega yachts from around the world. We rest there for a few minutes and in our way back we visit  Stavros Niarchos Foundation (SNF), which is one of the world’s leading private international philanthropic organizations."
103;456;Athens;"The Athenian townscape looks like a mosaic of neighbourhoods. Each one of them offers its unique flavour that might awake every  sense of a curious traveler. Altogether are blend together creating a unique atmosphere, an inspiring chaos of tastes, images and information. 
Your authentic Athenian experience will start at Syngrou Fix. After meeting me, or one of my trustfull colleaques we will wander at the neighbourhood named Koukaki, a typical neighbourhood for inhabitance in central Athens, well know for its Local Vibes. Our Local Culture Adventure will start at the oldest Family Owned Souvlaki House located at the neighbourhood. There we will taste the famous Souvlaki(meet, vegetables and sauce wrapped in a pita bread) combined with a light beer produced in Greece.  Next stop will be about what comes in everyone's mind when they deside to make a visit in Greece, Ouzo and some deep fried Fresh Calamari. Last stop at the neighbourhood will be a bar where we will taste a unique Greek liquer. 
Except perfect food and drinks opportunities Athens offers great opportunities for sightseeing, because of that your authentic local experience will continue with a sightseeing tour around the Acropolis. Interesting insights about the history of the city will blend with the melodies of traditional and modern street music, revealing the multisensorality of the modern Athenian Culture."
104;457;Athens;"We will meet at a cool local spot like Acropolis, Plaka, Monastiraki, etc! (Near a Metro Station)
Maybe take a cup of coffee and have a small chat about the city and the places that you would like to visit for photo shooting. 

We will explore a big part of the city center like monuments, traditional places, and modern streets, where you will be able to experience the Athenian culture and atmosphere and during our tour through the streets of the city, take amazing pictures with the most iconic spots of Athens. 

At the end of the day, we will stop in Monastiraki, at my favorite rooftop bar, where we will have a drink and enjoy an unforgettable view of Acropolis. 
I will share with you the stories behind my photos and what life is like for a young Greek photographer."
